fen,depth,cp
r2nnq1k/1B5p/3p1p2/1pp1pP1N/4P1Np/2PP4/1P4P1/4QRK1 b - -,21,362.0
r3k2r/pppb1ppp/4pn2/8/3P4/2P2N2/PPB3PP/1K1R3R w kq -,22,-62.0
1r3rk1/2q1bppp/p3p3/2nb2P1/1n1N3P/2N1BP2/1PPQB3/1K1R2R1 w - -,15,-169.0
2k4r/ppp1bppp/5n2/4R3/3r4/BP3P2/P4P1P/RN4K1 w - -,23,157.0
3qr1k1/pb3pp1/1p3n1p/1N1p4/1P2n3/1Q2PN1P/P4PP1/1BR3K1 b - -,28,40.0
5r2/P7/P7/1K6/8/1k6/8/8 w - -,47,0.0
r1b1k2r/ppp3pp/1nn2q2/3p4/1b1P4/4NN1P/PP2BPP1/R1BQK2R w KQkq -,23,0.0
r1b5/pppp4/4k3/3n2Q1/3N4/3P1P2/PP5P/n2K4 b - -,21,454.0
r1bqr1k1/5pp1/p3pn2/1p1p2B1/3P4/2PB2QP/PP3PP1/R3R1K1 w - -,23,587.0
rn1q1rk1/p1p2pBp/1p4p1/8/2P5/3BPP1n/PP3P1K/RN1Q1R2 b - -,50,0.0
r1q2rk1/pppb1p2/2np1p1p/2b1p3/2B1P3/2NP1N1P/PPP2PPK/R2Q1R2 b - -,24,149.0
7r/5P2/2p2N2/5Kp1/8/k7/1p6/1R6 b - -,13,-25.0
2r1rnk1/pb3ppp/1p1qp3/6B1/3P3P/2PB1P2/P2Q2P1/2R1R1K1 b - -,17,28.0
6k1/p4pp1/4p1p1/P7/1n6/3Q3P/5PP1/2q2BK1 w - -,21,472.0
r1b2rk1/1pqn3p/4p1p1/p2pP1P1/3n1PQ1/P7/1P6/RBB1K1NR w KQ -,26,0.0
8/2r5/2Pk2p1/K7/P3p3/2R5/6PP/8 b - -,18,494.0
8/6pk/3p3p/r2P1p1P/1p1R1P2/1P3KP1/8/8 b - -,22,0.0
8/7p/6p1/2k5/P1p1K3/2N5/3p1nPP/8 w - -,29,-725.0
r4rk1/pp1qbppp/5n2/6B1/8/P1N2N2/1PQ2PPP/R4RK1 w - -,23,492.0
r3k2r/ppqbbp2/2n1p3/3pP1p1/7p/2PBQN1P/PP3PPB/R3K2R w KQkq -,26,24.0
2k5/4b3/p5b1/P3B3/1P3p1P/2P3P1/5KB1/8 w - -,20,699.0
4r1k1/p1b3p1/5p2/p1pP3p/2P5/6P1/2RBr2P/R5K1 b - -,22,-496.0
r2q1rk1/ppp2ppp/5n2/3p4/6b1/2PnPNP1/PB1N2BP/R2QK2R w KQ -,22,-343.0
8/pp4k1/2bp3p/5Rp1/8/P1PB4/1P1K1PPP/4r3 b - -,20,8.0
r4rk1/1p1q2bp/p1nn4/P1p1p1NP/2PpP3/3P2P1/2PB2B1/R2Q1RK1 b - -,24,146.0
2r5/5kp1/3b2p1/1p1q1p2/1P1Pp2P/2P1P3/r3NRQ1/4R1K1 w - -,22,169.0
r2qkb1r/3b1ppp/p1p5/2PpN3/3N1P2/8/2Q2PPP/1R3RK1 b kq -,21,424.0
r1bqk2r/4bpp1/n2p4/p2P3p/Pp2pP2/2P1B1PP/1P2N1B1/R2Q1RK1 w kq -,21,98.0
r3r1k1/pp3p2/8/2b4p/3R4/1P5P/PBPP1PP1/R5K1 b - -,36,197.0
r1bqk2r/1pp1ppbp/p2p1np1/4n3/4P3/1PNB4/PBPPQPPP/R3K1NR w KQkq -,26,-64.0
r3kb1r/1p3ppp/2bPp3/qp2N3/2pP4/6B1/nP1Q1PPP/R3KB1R w Kkq -,22,-121.0
6k1/pN6/2p5/3p4/3P1pP1/n1P4K/6P1/8 b - -,25,-2.0
r1b1k2r/pp4pp/1bp2p2/3p4/1PP2B2/8/P1P1BPPP/R3K2R b KQkq -,32,0.0
6k1/1p4pp/1P3n2/5N2/bBrp4/P2p1P2/6PP/R5K1 w - -,24,-107.0
rn1q1rk1/p4ppp/1p2pn2/2bp4/2b5/1N3NP1/PPQ1PPBP/R1B2RK1 w - -,21,-41.0
2r2rk1/pb2ppbp/1p1q1np1/nP1p4/P2P1B2/3BPN2/3N1PPP/RQ3RK1 b - -,29,28.0
r1bkr3/ppq3pp/2nb1n2/1Bpp1P2/8/5N2/PPP1QPPP/RNB2RK1 w - -,22,4.0
4r1k1/B4ppp/2p2n2/1p1bb3/8/1P5P/3NBPP1/4R1K1 b - -,27,-545.0
r1bqkbnr/pp2p1pp/n1p2p2/3p4/3P1BP1/2N1P3/PPP2P1P/R2QKBNR b KQkq -,23,52.0
r3k2r/p2ppp1p/1p2n1p1/4q3/1PP1b3/P1R1B3/3QBPPP/5RK1 b kq -,21,23.0
3r1rk1/2p1qppp/2n5/1pnpP3/p5b1/1BP1RN2/PP1N1PPP/R2Q2K1 w - -,23,-102.0
r2r1nk1/2p3p1/p7/3n1p1p/PP2R2P/5NP1/3B1PK1/4R3 w - -,20,201.0
r4rk1/p1q1bppp/1pn1b3/4p2n/2B5/2P1NNB1/PP2QPPP/R2R2K1 w - -,16,184.0
rn1qkb1r/ppp1pp1p/3p1np1/3P3b/4P1P1/2N1BN1P/PPP2P2/R2QKB1R b KQkq -,21,333.0
4r2k/ppp3b1/1n1p2q1/5r1p/5Bn1/1BN3PR/PPPQ4/2K4R b K -,21,52.0
8/6K1/4kP2/6R1/7P/8/5rp1/8 w - -,20,3484.0
r1b1kb1r/p1qpnppp/1pn1p3/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQR1K1 w kq -,30,46.0
r2qk2r/pp2bppp/2n1bn2/1B1pp3/5P2/1NN1P3/PPP3PP/R1BQ1RK1 b kq -,16,-136.0
8/8/8/3k4/b1PP4/8/2n2N2/2K5 b - -,20,-2.0
8/kpp5/3p3p/b1nP2p1/2n5/3p1QB1/P1KNrPPP/3R4 w - -,23,-320.0
r1r3k1/1p4q1/p1nBp2p/3pPpp1/4bP2/1PP3Q1/P3B1PP/R4RK1 b - -,20,-37.0
8/8/8/k4n2/8/1Q5P/7q/4K3 b - -,27,0.0
8/p3k3/1p2bp1p/2p3p1/P1P1Pp1P/1P3K2/5PP1/3N4 b - -,32,-40.0
r2q1rk1/p2nn1b1/1p1pbppp/1Pp1p3/2P1P2N/P2P2P1/4NPBP/1RBQR1K1 w - -,17,106.0
8/3b4/2k4p/p1pp2p1/1p1P2P1/P1P2PK1/1PB5/8 w - -,27,0.0
8/4k3/4p3/2b5/5PK1/2r3P1/4R3/8 b - -,26,-108.0
r1bq1rk1/p5pp/4pn2/bPnp4/2p5/P1N1PP1N/1P1BB1PP/R2QK2R w KQ -,21,-153.0
r1q1kb1r/ppp2ppp/4bn2/4p1B1/2B1P3/1QN5/PP3PPP/3R1RK1 w - -,20,383.0
R7/P5k1/7p/8/7P/r7/6K1/8 w - -,45,0.0
2kr3r/1pp3pp/p1q2n2/2b5/4p3/1QP5/PP1P1PPP/RNB2RK1 w - -,23,-259.0
r5k1/pb3pN1/1p1pr1p1/4p1B1/1Pq1P3/2P3QP/P5P1/3RR1K1 b - -,14,206.0
3r2k1/5ppp/1rBPp1b1/1N6/1R6/4n1P1/3RP2P/6K1 w - -,18,-16.0
8/8/8/8/p1n4R/1k6/1P2K3/8 w - -,52,0.0
r4rk1/pR3ppp/4p3/3p2b1/3q4/8/P2N1PPP/2QR2K1 b - -,20,-393.0
3k1b1r/p4ppp/2p5/2n2p2/8/1P2B1P1/P4P1P/RN4K1 w - -,22,39.0
r4rk1/p3b1np/1pn1b2B/q2pPp2/3P1Pp1/1QP5/P3N1B1/RR3NK1 b - -,23,115.0
r1b2rk1/ppp2ppp/8/n3p3/7P/2PP1N2/qP1Q1PP1/2KR1B1R w - -,22,-446.0
rnbqk2r/ppp2ppp/4pn2/8/1b1PpN2/P1N5/1PP2PPP/R1BQKB1R b KQkq -,23,-96.0
rnbqkbnr/pppp3p/8/4pppQ/4P3/2NP4/PPP2PPP/R1B1KBNR b KQkq -,23,1030.0
8/5k2/5p2/1r2p1pp/8/Bp1K3P/5PP1/1R6 w - -,20,223.0
r4r2/5pk1/pPn5/4p3/8/4P3/PP1B3P/2R2RK1 b - -,34,400.0
5r1k/1p3qp1/3P3p/2p5/p3Q2P/P7/1P1R1P2/5K2 w - -,23,121.0
r1bqkb1r/pp2pppp/2n2n2/3p4/3p4/1B2PN2/PPP2PPP/RNBQK2R w KQkq -,25,-42.0
1k1r2r1/1bpnqp2/1p1p2p1/pP5p/2PPp1nP/4P1N1/PB1QBPP1/1K1R3R w - -,20,28.0
rnbk3r/1p3ppp/p4n2/4p3/8/P1N3P1/P3PPBP/R1B1K2R b KQ -,21,106.0
1r2k3/4bpp1/2p1p2p/2p1P2P/r1Pp2P1/P2P1K2/4P3/R1B3R1 w - -,27,281.0
2r3k1/p3bppp/1qr1pn2/3p4/1p1P1P2/2P1Q2P/PPRN2PB/4R1K1 w - -,24,-103.0
r4rk1/bp3pp1/p7/1q6/3P2Q1/2P4P/PPB1RPP1/R5K1 w - -,22,554.0
r1q1kb1r/pp2pppp/2n2n2/1B1pNb2/3P1B2/8/PPPN1PPP/R2QK2R b KQkq -,20,20.0
r2qkb1r/1bpp1pp1/pp3nn1/3Pp1Bp/2Q1P2P/2N2NPB/PPP2P2/R3K2R b KQkq -,15,104.0
6k1/4b3/8/4N3/5PKp/2B5/p7/8 b - -,26,0.0
2r3k1/pp1b2p1/4p3/3pP2p/3R2B1/1P4P1/P1R2P1P/5K2 b - -,20,21.0
r2r2k1/1bp2p2/1p1p1qpp/p2P4/P1P5/1Q6/2P1BPPP/R3R1K1 w - -,23,-64.0
4r1k1/p3qp2/P2p1npp/B1bPp3/4P3/1r4NP/3Q1PP1/4RR1K w - -,22,57.0
8/8/5k2/8/3N2p1/P3n3/1P6/K4rR1 w - -,23,2.0
1r1q1rk1/2p2ppp/p3pnb1/3p4/3P1BPP/P3PN2/2P2P2/R2QK1R1 b Q -,29,-30.0
1n2k2r/1q3pbp/5pp1/1p6/2pPP3/5N2/1PQ2PPP/4KB1R w Kk -,34,-3.0
8/5kp1/1R5p/2r4P/8/5KP1/8/8 w - -,25,0.0
kr6/p1r4p/P4p2/N3p3/Rb1pP3/6PP/1PP2P2/2R3K1 b - -,40,0.0
r1q1kb1r/1p2pppp/p1n2n2/2Np1b2/3P1B2/5N2/PPP1BPPP/R2Q1RK1 w kq -,24,52.0
r2q1kr1/1ppnppbp/p1n4B/3pPp2/P2P4/5P2/1PPQN2P/R3KBR1 b Q -,28,353.0
r1bq1rk1/ppp2p2/7p/3pN3/2Pn2p1/6B1/P1P1QPPP/R4RK1 w - -,16,123.0
5rk1/1p1qnppp/p3p3/3pPb2/2r2P2/PPB2N2/2PQ2PP/R4RK1 b - -,22,-53.0
r3k2r/1q1pbpp1/p1b1pn2/4P3/1p1Q1P1p/4BBN1/PPP3PP/R4RK1 w kq -,21,-31.0
3r2k1/2q2pp1/2p1p3/1p2P1PP/p7/P1P1Q3/1P6/1K1R4 w - -,20,57.0
1r1r2k1/5pp1/2qP3p/2P5/1Q2p3/1p2B2P/5PB1/2R3K1 w - -,12,404.0
4rqk1/pQ1Rnb1p/2p2r1n/4pp2/2P5/1PN2BP1/P3NP2/4K2R w K -,15,76.0
2r1kb1r/5ppp/p7/1p1pn3/8/1P2P3/P4PPP/R1B1KB1R w KQk -,22,71.0
6k1/pp2bpp1/2n2n1p/2p1p3/2P1P3/1Bq1BN1P/P4PP1/3Q2K1 b - -,23,-111.0
r5k1/1pR2pbp/3Pb1p1/8/8/pP2NP2/n3B1PP/5RK1 w - -,28,152.0
8/8/8/7k/1p1N1r2/pK3P2/8/3R4 w - -,50,357.0
r2qk1nr/ppp5/2np3p/4pbp1/2B1P3/2NP1N1P/PPP3P1/R2QK2R b KQkq -,22,118.0
r3k2r/1b1nbppp/p3p3/8/2NN1B2/8/PP3PPP/R2R2K1 b kq -,24,27.0
r1b2rk1/pp1pnppp/2pN4/7Q/2B1P3/1R6/q4PPP/5RK1 b - -,22,396.0
rn1qr1k1/pp3pbp/3p1np1/2pP1b2/8/2N3P1/PP1NPPBP/R1BQ1RK1 w - -,22,172.0
3qr1k1/p5bp/2p1b1p1/N1P2p2/1P6/5NP1/P3QKP1/7R w - -,20,-4.0
rnbq1rk1/1p2bp2/p3p1pP/3pP3/3N1P2/2N5/PPP1Q1P1/2KR1B1R w - -,20,176.0
r3kb1r/ppp2pp1/2n1bq1p/4p3/2B5/2nP1N2/PPPB1PPP/R2Q1RK1 w kq -,20,-16.0
r1bnkbnr/ppp2ppp/8/4P3/2P5/2N2N2/PP3pPP/R1B1KB1R w KQkq -,21,0.0
7r/pk2pp1p/3p2p1/1p1P4/1Nb5/5P2/5KPP/1R6 b - -,23,-587.0
3r1k2/3r1p1p/1p1P2p1/2P5/1p6/1K4P1/1P5P/3RR3 w - -,21,430.0
r1bqk1nr/ppppbppp/8/4n3/4P3/4QN2/PPPP2PP/RNBBK2R b KQkq -,21,45.0
6k1/6p1/2p4p/r1p1p1pP/2R1P1P1/3r1P2/P4R2/4K3 w - -,25,-106.0
1k1r3r/pp1n1pq1/2p5/6Pp/3PBQb1/5NP1/PP4P1/2K1R2R b - -,21,60.0
r1bq1rk1/pppp1Np1/2n4p/3Q4/2B1P3/2P5/P4PPP/RN2K2R b KQ -,22,454.0
5k2/2p1r1p1/3p4/1p1P3p/1P2P1p1/4R1P1/rP1R1PKP/8 w - -,36,0.0
5rk1/1p4p1/1bp1p1r1/2p1p3/p1PnP3/P1NP4/1P3PB1/3R1R1K w - -,23,-345.0
4k2r/p4rp1/1pn5/3pP1Pp/3P1N2/P1B5/2P4P/R5K1 w k -,22,-82.0
3r4/4Rkpp/p1n5/1p5n/2p5/P1N2P2/BPP2PKP/3R4 b - -,44,27.0
4k3/R5p1/7p/8/8/p4K1P/6P1/r7 b - -,42,0.0
r1bqk1nr/1pp2pp1/p1np3p/2b1p3/B3P3/2P2N1P/PP1P1PP1/RNBQK2R w KQkq -,24,62.0
r1bq1rk1/ppp2pp1/3p3p/2PNp3/2n1P3/2PP1N2/P4PPP/R2Q1RK1 b Qq -,30,0.0
8/6R1/7p/1k6/3K3P/P5P1/5r2/8 b - -,20,565.0
r1bq1rk1/1np2pbp/1p1p1np1/p2Pp3/PPB1P3/2P2N2/3NQPPP/R1B1R1K1 b - -,21,41.0
5nkr/p1r2p2/1p4pP/4P1N1/5p2/3R4/PPP2P2/2K4R b - -,20,326.0
rnbqkb1r/pp1n1ppp/4p3/2ppP3/2P5/2N3P1/PP1P1P1P/R1BQKBNR w KQkq -,32,-3.0
r5k1/6p1/p1p1p3/3p1rq1/4p2p/P1P4P/1P2QPP1/4RRK1 w - -,29,-79.0
rn1q1r1k/1b2bppp/p4n2/1p1N4/2pP1N2/1P3QP1/P1P2PBP/R1B2RK1 b - -,27,140.0
r1b1r1k1/pp2np2/4p1pp/2Bp4/4P3/1BqPQ2P/P1P1KPP1/R6R b q -,24,40.0
r1b1r1k1/1p1nqpp1/2p2n1p/p2p4/3P4/P1NBP3/1PQN1PPP/1R3RK1 b - -,25,27.0
5K2/8/2BR2p1/5pk1/7p/r6P/6P1/8 w - -,20,521.0
r1b1r1k1/p2p1pp1/3b3p/1pp1P3/3p1P1q/PB1P2N1/1PPB1QPn/R3K2R b KQ -,20,172.0
r1bq1rk1/3n1p2/p3pnpp/1pb5/7B/P1N1PN2/1PQ2PPP/1BR1K2R w K -,25,82.0
r1b1k2r/pp2bpp1/4p3/q2pPn2/1n1P1P1p/5N2/P1NBB1PP/1R1Q1R1K b kq -,26,325.0
r1bqk2r/pp4pp/2p1p3/2bPPpn1/8/5PP1/PP2P1BP/RNBQ1R1K b kq -,20,29.0
r4rk1/1bpnqpbp/pp1p1np1/4p3/Q2P4/2P1P1B1/PP1NBPPP/R3NRK1 w - -,27,-37.0
r1bqk2r/pp1nbppp/2p1pn2/8/3P4/2NBPN2/PP3PPP/R1BQ1RK1 b kq -,20,44.0
r1bqr1k1/pp1nbpp1/4p2p/2ppP3/2Pn3P/2NP1NP1/PP2QPB1/R1B2RK1 w - -,24,46.0
r1bqkb1r/ppp2ppp/3p1nn1/8/8/P3P1B1/1PP2PPP/RN1QKBNR w KQkq -,21,14.0
r2qkb1r/pbpppppp/np3n2/3P4/2B5/2N2N2/PPP2PPP/R1BQ1RK1 b kq -,21,80.0
8/ppbr3k/4R2p/8/8/2Pp2PP/PP1Nr3/3R2K1 w - -,25,-159.0
5q2/1kp4p/1p1N2r1/pP1P4/P3QP2/4R1P1/6K1/8 b - -,23,368.0
2k5/5p2/r6p/P1R3pP/3K2P1/8/5P2/8 b - -,20,542.0
r1bq1rk1/5pbp/2pp2p1/p3p3/Pp2Pn2/1B1P4/1PP1QPPP/R1BN1RK1 w - -,24,-94.0
3Qk2r/2p2ppp/p7/3n1b2/4N3/4P3/PP3PPP/R1B2RK1 b k -,25,671.0
8/1ppk1pBp/8/p1K5/2P5/1P6/7b/8 b - -,27,-667.0
6k1/1R3rp1/p1r1pnp1/3p4/3P1QP1/4R2P/q4P2/6K1 w - -,23,-363.0
r3kb1r/ppp2pp1/2n4p/4p1B1/8/2Pq4/PP1N1PPP/R2Q1K1R w kq -,20,-521.0
3r4/p1k4p/3b4/2p1ppp1/1pP5/1P3P2/P1P1BPKP/3R4 w - -,30,-12.0
rnb1kb1r/pp2pppp/8/2pp4/3Pnq2/2P5/PPQ1PPPP/RN1K1BNR w kq -,20,-626.0
r7/ppp5/2k4p/5pP1/8/2N2PK1/PPP2P2/4R3 b - -,20,542.0
2r2rk1/pbqnbppp/1pp1p3/3p3n/2PP4/1PN2NP1/P1Q1PPBP/2BR1RK1 w - -,30,96.0
r2qk2r/pp1nbppp/3p1n2/1BpPp1B1/4P1b1/2N2N2/PPP2PPP/R2QK2R w KQkq -,25,72.0
8/8/8/3kr3/8/1K6/8/4Q3 w - -,24,222.0
8/3rk1p1/p1R2pP1/4pPb1/8/PK6/1P6/8 b - -,20,-418.0
r2qkb1r/pbp1pppp/Bpn5/3n4/Q2P1B2/4P3/PP3PPP/RN2K1NR b KQkq -,22,76.0
2bq2k1/p4p2/5r1p/2pp4/3b2rN/PP5Q/2P2BPP/1R3RK1 b - -,17,-647.0
r2qkbnr/pp2pppp/2n3b1/1B1p4/3P2P1/2N2P2/PPP4P/R1BQK1NR w KQkq -,25,-10.0
2kr1r2/ppp2p2/3qp2p/n2pN1p1/PP1Pn3/2P1P3/3NQPPP/R3K2R b KQ -,34,-173.0
r1b1r1k1/pp1nqp1p/2p1p1p1/3p3n/2PP4/2NBPN2/PPQ2PPP/2R2RK1 w - -,21,88.0
1k1r2r1/2p1bp1p/Q1np1p2/1N1P1q2/5B2/7P/PPP4K/R4R2 w - -,32,805.0
r3rbk1/1p3pp1/p1p4p/8/4N3/1BPn3P/PP3PP1/R1B2RK1 w - -,24,426.0
rn3rk1/p4ppp/1p2p3/3q2b1/3P2N1/2B5/PP2QPPP/3RR1K1 w - -,30,147.0
r5k1/pp3p1p/2p1p1p1/3q4/1P6/3r4/P5QP/2R1R2K w - -,28,-566.0
6k1/8/7p/8/8/P5R1/1P4pr/3K4 b - -,60,0.0
8/8/5p2/1p2kP1p/1P5P/5pP1/5K2/8 w - -,44,20000.0
r1b1k2r/pp2b1pp/2n1p3/q3N3/3pNB1P/3B4/PP3PP1/R2Q1K1R b kq -,19,403.0
r1bn1br1/pp1Nkp1p/2pp4/8/2BPP3/8/PP4PP/R1B2RK1 b - -,27,-360.0
3q1rk1/pp2ppbp/3pbnp1/8/1n2P3/2r1BN1P/PPPQBPP1/R2R2K1 w - -,28,62.0
6k1/6pp/p3bp2/3pbp2/3B4/8/P1P3PP/3R2K1 b - -,28,49.0
1nr1nrk1/2q2pbp/p3p1p1/1pNpP1B1/3P4/6QP/PP3PP1/2RR1BK1 b - -,20,232.0
5N2/4K3/8/1p2n3/4N2p/1k6/6p1/8 b - -,24,-9605.0
2r3k1/pp3p2/3pp1n1/1B4B1/4PP2/2bRK2Q/1q6/7R w - -,23,483.0
r1b2rk1/3pq1pp/2nNp3/p3Pp2/2BP4/2Q2N2/5PPP/R5K1 b - -,29,-169.0
rqr3k1/1p2b1pp/1B1ppn2/pN2p3/P3P1P1/5P2/1PP2Q1P/1K1R3R b - -,28,166.0
1r3rk1/2q2pb1/p2p2p1/3P2Pp/np1N1Q1P/P6R/KBP3B1/3R4 b - -,27,-574.0
rn1qrk2/pp3p2/4bn2/3p2Q1/1b6/2NB1N2/PPP2PPP/4RRK1 w - -,16,157.0
8/5k2/1r5p/ppR5/2p4P/P4P2/1P4PK/8 w - -,20,201.0
r1q2rk1/1b4pp/pp1bp3/3pNn2/3PpPB1/PP6/1BP3PP/2R1QRK1 w - -,24,-7.0
r2q1k1r/ppp3p1/2P2n2/2b1p1p1/6b1/1B6/PPPP1PPP/RNB1QRK1 b kq -,25,-393.0
B4rk1/p4ppp/4p3/4P1q1/3P4/5K2/P3QPPP/1Rn4R b - -,17,-769.0
r1bR4/p4pkp/PpN3p1/2p1b3/4P3/4B2P/5PP1/6K1 b - -,25,-125.0
r3k2r/pp3p1p/2p1pq2/2bpN3/3P2p1/3QP3/PP3PPP/R3K2R w - -,22,-25.0
2nr1rk1/1p2qbpp/p1p2p2/2N1p3/1P2P3/1P1RP2P/2PN2P1/Q2R2K1 w - -,36,0.0
4R3/2P5/1K6/3k2p1/8/1r6/8/8 w - -,26,605.0
8/5k2/5Pp1/2P3P1/3p4/pp6/2P5/1K6 w - -,32,-9605.0
7R/p6p/4b1pk/1r3p2/4p2P/1P2B3/P4PP1/1K6 b - -,25,197.0
r1b1r1k1/ppp2p1p/2n1pqpB/8/2pP4/2N2N2/PPP2PPP/R2Q1RK1 w - -,25,581.0
3rr1b1/1p2kp2/2p2n1R/p3pPp1/4P1P1/2N2B2/PPP5/3R2K1 b - -,32,0.0
2r3k1/p1p3pp/1pn5/2p5/4PP2/2P5/PP1N3P/R5K1 b - -,30,0.0
r1b2qk1/pppp1ppp/8/4n1BP/1b2r3/6Q1/PPP1NPP1/2KR1B1R w - -,24,302.0
r1bq2k1/pppp1pp1/2n4p/2b1r3/2B1N3/5N2/PPP2PPP/R1BQ1RK1 w - -,20,557.0
8/8/8/p7/kbR1R3/6PK/5q2/8 w - -,22,-361.0
1r1q1rk1/1bpp1pp1/p1nb1n1p/1p1Np3/4P3/PB1PBN1P/1PP1QPP1/R4RK1 b - -,14,55.0
8/2r3kp/6p1/5p2/4p2P/R5PK/5P2/8 w - -,34,-9.0
r4rk1/2p2p2/p2p1qnQ/1pb1pNN1/4Pp2/1PPP3P/1P3PP1/R4RK1 b - -,21,299.0
6r1/p4r2/1p3Pk1/3p2P1/2p1b3/2P1K1RP/PP6/4R3 b - -,26,-237.0
r4rk1/1p3pp1/4bb1p/8/B2p4/2N1P1P1/PP3P1P/R2R2K1 b - -,21,-589.0
2qr2k1/4b1pp/r1p1p3/p1PpP3/N7/1Q2P3/PP3PPP/R1B2K2 b - -,26,-17.0
r4rk1/pp3ppp/1qnbpn2/1B1pNb2/P2P4/2P5/1P2QPPP/RNB2RK1 w - -,17,-37.0
1nb2r1k/1p3p2/r7/p4P1K/2Np3Q/1B1P4/PPP5/R1B2q2 w - -,23,0.0
r4rk1/2qnbppp/1pp1p3/pPPp4/3P1P2/P1N2NP1/4QP1P/R4RK1 b - -,18,-127.0
2r3k1/5p2/p4Qp1/3q4/3Bp3/8/6PP/6K1 b - -,27,-603.0
6k1/8/2n1K2N/4P3/8/8/8/8 b - -,46,0.0
8/P7/3k3p/4p3/2pPb2P/2P3P1/4K3/8 b - -,21,-542.0
r2qk1nr/pp1bbppp/2np4/2P1p3/8/4P1P1/PPP1NPBP/RNBQ1RK1 b kq -,19,10.0
2nr3r/5p2/qp2pNkp/4P1pN/PP1P3b/2Q1PP2/6RP/5RK1 b - -,22,528.0
4r3/8/4p1k1/3n2B1/7K/8/8/R7 b - -,24,-13.0
2rq1rk1/Qp2pp1p/3p2p1/2nP4/4P3/8/PP2BPPP/2R2RK1 w - -,36,-26.0
8/5p2/6pk/1p5p/3B4/q4P2/1R4PP/1R4K1 b - -,30,573.0
rn3rk1/p3p1b1/b2P2p1/q1p4p/2p1P1nR/2N2N2/PP1Q1PP1/R1B1KB2 b Q -,25,17.0
8/4R3/5pk1/5p2/2b3p1/4KnP1/1B5P/8 w - -,38,64.0
k2r4/1pQ1Rp2/B7/3b3p/1qR5/5pP1/P7/6K1 b - -,28,4364.0
2r2rk1/pp3ppp/4p3/3pPq2/3R1P2/P7/1PPQ1P2/2R3K1 w - -,20,-179.0
r2qk1nr/p1pb1ppp/1p6/3Pp3/4PP2/2NB1N1P/PP3QP1/R1B1K2n w Qkq -,18,442.0
r1bk3r/pppp1ppp/8/6q1/8/4BB2/PPP1QP1P/R3K2R b KQ -,27,463.0
4k3/1R6/1P5p/6pP/8/5P2/5PK1/1r6 w - -,28,506.0
r4rk1/p7/2pq3p/Q2pN1pb/3P2p1/P6P/5P2/1BB2R1K b - -,24,166.0
r5k1/2p2rb1/1p2Qnp1/p2q2Np/8/3P4/PPP2PPP/R3R1K1 w - -,34,-3.0
r1b2rk1/pp3ppp/1npq4/4p3/2Q5/3BPN2/PP3PPP/2RR2K1 w - -,26,80.0
rn1qkb1r/p3ppp1/2p2np1/1p6/2pP1B2/P1N5/1P2PPPP/R2QKB1R w KQkq -,25,-32.0
3n1knN/4p1bp/6p1/1B6/8/2P1B3/PP1N1P1P/2KR3b b - -,22,692.0
3r2k1/p3pp1p/6pB/2pqb3/8/2P4P/PP2QPb1/R4NK1 b - -,23,-391.0
r1bqk2r/1p3ppp/p3pn2/2bp4/5B2/2NPPN2/PP1Q1PPP/R4RK1 b kq -,32,19.0
6k1/p1p3pp/2R5/5p2/8/3n1rP1/P7/3R2K1 w - -,34,335.0
r1bqkb1r/ppp2ppp/2p5/4p3/3Pn3/2N2N2/PPP2PPP/R1BQK2R b KQkq -,27,-209.0
8/8/8/6K1/8/5k2/p7/N7 b - -,49,0.0
2q2rk1/4bp1p/p1Pp1np1/1p2p3/1P6/3QB3/P3BPPP/2R3K1 w - -,40,339.0
8/2R2pkp/5rp1/8/8/n1p3P1/1b2RP1P/6K1 w - -,21,-407.0
r3r1k1/pp1n1p2/2p1bn1p/3p2p1/2PP4/1P1B1NqP/P2N2P1/2RQ1RK1 w - -,21,-49.0
3r2k1/ppp1qppp/5n2/6B1/4P3/5PP1/PPQ3KP/3R4 w - -,26,71.0
7k/6b1/5N1p/8/2p5/3b3P/1P3PPK/8 w - -,20,-450.0
5rk1/1pp1ppbp/p1n3p1/4P2n/2B2Pb1/2N1BN2/PPP3PP/3rKR2 w - -,19,27.0
3qk2r/1p3ppp/4p3/pP1pn3/P1r5/R1P3Q1/5PPP/1N2K2R b Kk -,26,-421.0
r1b1k3/pp1n3B/2p2p2/8/5p2/5N2/PPP2P1P/3RK1r1 w q -,24,1.0
8/6pp/1p3p2/2p5/4PK2/3k2P1/2n4P/2N5 b - -,29,-698.0
rn1qkb1r/pp2p1pp/5n2/2pp1b2/8/2N2N2/PPPPBPPP/R1BQK2R w KQkq -,22,17.0
8/pp3k2/6p1/1P1p4/5PP1/P2pK3/2rP4/1R6 b - -,23,146.0
r2q1rk1/1b2bppp/p1n1pn2/2p3B1/2B5/3P1NN1/PP3PPP/R2QR1K1 b - -,20,-48.0
7r/pQ3pk1/5pp1/4n3/7q/P4P1P/2P2K2/3R1R2 w - -,22,-377.0
5rk1/pp2p1p1/7r/3P3p/2qBQ3/2P5/P5PP/5R1K w - -,24,648.0
r1b2rk1/ppqn1ppp/4p3/2p1P1B1/2N5/3Q4/PPP2PPP/R3R1K1 b - -,20,155.0
rn1qkb1r/pb2pppp/3p1n2/2pP4/Np2PB2/1P6/P1P2PPP/R2QKBNR b KQkq -,20,-28.0
